org_id,icnptso_code,icnptso_code_probability,icnptso_code_source
GB-COH-13380045,B31,0.648,ml_model
GB-COH-13380047,F20,0.718,ml_model
GB-COH-13380055,C12,0.994,ml_model
GB-COH-13380057,F20,0.987,ml_model
GB-COH-13380063,D30,0.413,ml_model
GB-COH-13380065,D13,1.0,ml_model
GB-COH-13380066,A11,1.0,ml_model
GB-COH-13380067,B32,0.472,ml_model
GB-COH-13380071,G14,0.68,ml_model
GB-COH-13380181,G12,0.525,ml_model
GB-COH-13380262,B21,0.863,ml_model
GB-COH-13380273,B31,0.738,ml_model
GB-COH-13380275,D13,0.932,ml_model
GB-COH-13380599,E21,0.359,ml_model
GB-COH-13381895,G30,0.977,ml_model
GB-COH-13381970,G14,1.0,ml_model
GB-COH-13382246,F20,0.67,ml_model
GB-COH-13382248,F30,1.0,ml_model
GB-COH-13382249,F20,0.887,ml_model
GB-COH-13382257,D13,0.965,ml_model
GB-COH-13382265,K10,0.513,ml_model
GB-COH-13382270,F30,1.0,ml_model
GB-COH-13382302,B31,0.711,ml_model
GB-COH-13382315,F20,0.997,ml_model
GB-COH-13382325,F20,0.994,ml_model
GB-COH-13382336,F20,0.997,ml_model
GB-COH-13382341,F20,0.805,ml_model
GB-COH-13382353,G12,0.826,ml_model
GB-COH-13382408,A30,1.0,ml_model
GB-COH-13382820,F20,0.999,ml_model
GB-COH-13384379,F20,0.985,ml_model
GB-COH-13384612,B31,0.667,ml_model
GB-COH-13384614,C12,0.727,ml_model
GB-COH-13384618,C12,0.906,ml_model
GB-COH-13384626,G12,0.435,ml_model
GB-COH-13384629,D31,0.974,ml_model
GB-COH-13384631,F20,0.778,ml_model
GB-COH-13384635,A11,0.864,ml_model
GB-COH-13384636,F20,0.775,ml_model
GB-COH-13384646,D30,0.43,ml_model
GB-COH-13384656,F20,0.634,ml_model
GB-COH-13384660,C12,0.429,ml_model
GB-COH-13384670,D11,0.953,ml_model
GB-COH-13384679,D19,0.563,ml_model
GB-COH-13384684,F20,0.939,ml_model
GB-COH-13384685,F20,0.691,ml_model
GB-COH-13384700,B21,1.0,ml_model
GB-COH-13384721,D19,1.0,ml_model
GB-COH-13384726,A21,1.0,ml_model
GB-COH-13384787,A11,1.0,ml_model
GB-COH-13385035,A11,1.0,ml_model
GB-COH-13385038,E90,0.314,ml_model
GB-COH-13385043,C12,0.911,ml_model
GB-COH-13386848,D19,0.818,ml_model
GB-COH-13386928,F20,0.526,ml_model
GB-COH-13387386,A90,0.295,ml_model
GB-COH-13387400,A12,0.974,ml_model
GB-COH-13387414,G11,0.886,ml_model
GB-COH-13387427,F20,0.995,ml_model
GB-COH-13387442,D19,0.992,ml_model
GB-COH-13387446,C12,0.876,ml_model
GB-COH-13387476,G11,0.457,ml_model
GB-COH-13387496,B31,0.998,ml_model
GB-COH-13387502,F30,1.0,ml_model
GB-COH-13387545,C12,0.988,ml_model
GB-COH-13387548,D20,0.993,ml_model
GB-COH-13387569,A11,0.999,ml_model
GB-COH-13387623,H10,0.348,ml_model
GB-COH-13387670,F20,0.968,ml_model
GB-COH-13387865,G12,0.998,ml_model
GB-COH-13387869,B31,0.852,ml_model
GB-COH-13389303,A11,0.913,ml_model
GB-COH-13390720,C12,1.0,ml_model
GB-COH-13390732,D31,1.0,ml_model
GB-COH-13390744,C22,1.0,ml_model
GB-COH-13390751,F30,0.641,ml_model
GB-COH-13390753,G30,0.698,ml_model
GB-COH-13390764,B31,0.781,ml_model
GB-COH-13390783,D19,0.969,ml_model
GB-COH-13390786,C22,0.562,ml_model
GB-COH-13390825,D13,0.382,ml_model
GB-COH-13390836,G12,0.656,ml_model
GB-COH-13390839,C12,0.393,ml_model
GB-COH-13390841,F30,0.997,ml_model
GB-COH-13390892,B31,0.999,ml_model
GB-COH-13390896,D13,0.753,ml_model
GB-COH-13390903,A90,0.421,ml_model
GB-COH-13391341,F20,1.0,ml_model
GB-COH-13391757,F20,0.969,ml_model
GB-COH-13392611,H10,0.686,ml_model
GB-COH-13392814,D13,0.836,ml_model
GB-COH-13393612,D30,0.65,ml_model
GB-COH-13393636,D14,0.999,ml_model
GB-COH-13393643,I10,0.874,ml_model
GB-COH-13393675,J10,0.348,ml_model
GB-COH-13393686,D13,1.0,ml_model
GB-COH-13393700,C12,0.873,ml_model
GB-COH-13393704,F20,0.722,ml_model
GB-COH-13393718,F20,0.968,ml_model
GB-COH-13393725,G11,0.644,ml_model
GB-COH-13393766,D13,0.526,ml_model
GB-COH-13393780,D19,0.584,ml_model
GB-COH-13393798,C12,1.0,ml_model
GB-COH-13394255,G12,0.993,ml_model
GB-COH-13395250,F20,0.846,ml_model
GB-COH-13396302,F20,0.402,ml_model
GB-COH-13397584,A21,0.746,ml_model
GB-COH-13397597,F20,1.0,ml_model
GB-COH-13397609,C12,0.95,ml_model
GB-COH-13397620,B20,0.477,ml_model
GB-COH-13397633,F20,0.841,ml_model
GB-COH-13397654,D11,0.287,ml_model
GB-COH-13397655,C12,1.0,ml_model
GB-COH-13397664,A21,0.999,ml_model
GB-COH-13397698,D31,0.999,ml_model
GB-COH-13397746,F20,0.93,ml_model
GB-COH-13397787,H90,0.927,ml_model
GB-COH-13397817,F20,0.579,ml_model
GB-COH-13397820,B31,1.0,ml_model
GB-COH-13397837,A11,1.0,ml_model
GB-COH-13397876,C12,0.324,ml_model
GB-COH-13398031,F30,1.0,ml_model
GB-COH-13398184,H10,0.741,ml_model
GB-COH-13398232,F20,0.491,ml_model
GB-COH-13398266,C12,0.746,ml_model
GB-COH-13399677,G12,0.933,ml_model
GB-COH-13399698,D11,0.781,ml_model
GB-COH-13399699,F20,0.691,ml_model
GB-COH-13399700,D19,0.956,ml_model
GB-COH-13399701,H10,0.373,ml_model
GB-COH-13399704,D19,0.436,ml_model
GB-COH-13399707,G11,0.562,ml_model
GB-COH-13399708,G14,0.406,ml_model
GB-COH-13399710,A21,0.617,ml_model
GB-COH-13399711,F30,0.766,ml_model
GB-COH-13399713,I10,0.997,ml_model
GB-COH-13399714,C12,1.0,ml_model
GB-COH-13399715,B31,0.997,ml_model
GB-COH-13399716,G12,0.505,ml_model
GB-COH-13399717,D20,0.836,ml_model
GB-COH-13399718,D20,0.995,ml_model
GB-COH-13399720,J10,0.551,ml_model
GB-COH-13399721,D32,0.762,ml_model
GB-COH-13399723,A11,0.984,ml_model
GB-COH-13399725,D11,0.934,ml_model
GB-COH-13399726,C12,1.0,ml_model
GB-COH-13399745,H10,0.995,ml_model
GB-COH-13402246,F20,0.993,ml_model
GB-COH-13402249,A11,0.997,ml_model
GB-COH-13402716,F20,0.886,ml_model
GB-COH-13402722,G11,0.997,ml_model
GB-COH-13402769,B31,0.956,ml_model
GB-COH-13403168,A11,1.0,ml_model
GB-COH-13403173,A11,1.0,ml_model
GB-COH-13403197,G14,0.879,ml_model
GB-COH-13403237,E90,0.202,ml_model
GB-COH-13403264,B31,0.997,ml_model
GB-COH-13403280,F20,0.775,ml_model
GB-COH-13403290,A21,0.919,ml_model
GB-COH-13403293,G11,0.751,ml_model
GB-COH-13403339,C12,0.982,ml_model
GB-COH-13403355,A12,0.32,ml_model
GB-COH-13403386,C12,0.999,ml_model
GB-COH-13403493,F20,0.854,ml_model
GB-COH-13403499,D33,0.189,ml_model
GB-COH-13403503,G12,0.864,ml_model
GB-COH-13403605,F20,0.983,ml_model
GB-COH-13403885,A90,0.454,ml_model
GB-COH-13404149,D11,0.543,ml_model
GB-COH-13404195,D30,0.726,ml_model
GB-COH-13404197,A90,0.364,ml_model
GB-COH-13404442,C12,0.963,ml_model
GB-COH-13404573,F20,0.983,ml_model
GB-COH-13404590,H10,1.0,ml_model
GB-COH-13404591,D14,0.963,ml_model
GB-COH-13404605,A21,0.258,ml_model
GB-COH-13404778,G13,0.382,ml_model
GB-COH-13404846,C12,0.997,ml_model
GB-COH-13404848,H10,0.281,ml_model
GB-COH-13404849,D19,0.781,ml_model
GB-COH-13406015,A21,0.94,ml_model
GB-COH-13406016,G12,0.999,ml_model
GB-COH-13406026,F20,0.992,ml_model
GB-COH-13406029,F20,0.498,ml_model
GB-COH-13406032,D20,0.958,ml_model
GB-COH-13406036,A11,1.0,ml_model
GB-COH-13406043,D19,0.992,ml_model
GB-COH-13406044,C12,1.0,ml_model
GB-COH-13406047,A21,1.0,ml_model
GB-COH-13406048,F20,0.955,ml_model
GB-COH-13406050,A21,0.983,ml_model
GB-COH-13406053,A21,0.488,ml_model
GB-COH-13406058,A22,0.937,ml_model
GB-COH-13406067,D30,0.308,ml_model
GB-COH-13406074,D13,0.891,ml_model
GB-COH-13406079,D30,0.385,ml_model
GB-COH-13406225,C12,0.824,ml_model
GB-COH-13406595,F20,0.195,ml_model
GB-COH-13406607,B31,0.737,ml_model
GB-COH-13406959,F20,0.756,ml_model
GB-COH-13407012,F20,0.931,ml_model
GB-COH-13407066,F30,1.0,ml_model
GB-COH-13407088,B31,0.988,ml_model
GB-COH-13407108,G11,0.406,ml_model
GB-COH-13407130,F20,0.935,ml_model
GB-COH-13407233,B31,0.999,ml_model
GB-COH-13407336,F20,0.562,ml_model
GB-COH-13407344,A22,0.813,ml_model
GB-COH-13407504,A21,1.0,ml_model
GB-COH-13407507,H10,0.834,ml_model
GB-COH-13407509,K10,1.0,ml_model
GB-COH-13407510,H10,0.642,ml_model
GB-COH-13407532,D30,0.678,ml_model
GB-COH-13407949,D30,0.206,ml_model
GB-COH-13408152,C12,0.768,ml_model
GB-COH-13408160,F20,0.993,ml_model
GB-COH-13408171,A90,0.278,ml_model
GB-COH-13408178,F20,0.34,ml_model
GB-COH-13408204,D13,0.282,ml_model
GB-COH-13408815,C12,0.982,ml_model
GB-COH-13408843,A21,0.983,ml_model
GB-COH-13408851,H10,0.595,ml_model
GB-COH-13408906,D11,0.993,ml_model
GB-COH-13408977,F20,0.551,ml_model
GB-COH-13409066,D19,1.0,ml_model
GB-COH-13409078,D11,0.989,ml_model
GB-COH-13409097,A21,0.872,ml_model
GB-COH-13409100,B31,0.645,ml_model
GB-COH-13409419,D19,0.678,ml_model
GB-COH-13409503,A11,1.0,ml_model
GB-COH-13409583,J20,0.36,ml_model
GB-COH-13409586,C12,0.989,ml_model
GB-COH-13409587,F20,0.425,ml_model
GB-COH-13409754,D11,0.996,ml_model
GB-COH-13409756,D19,0.718,ml_model
GB-COH-13409775,B31,0.729,ml_model
GB-COH-13409819,D11,0.916,ml_model
GB-COH-13409834,A11,0.798,ml_model
GB-COH-13409876,F20,0.519,ml_model
GB-COH-13410119,A11,0.999,ml_model
GB-COH-13410160,F20,0.856,ml_model
GB-COH-13410895,D11,0.645,ml_model
GB-COH-13411336,B31,0.774,ml_model
GB-COH-13411383,G11,0.996,ml_model
GB-COH-13411511,A11,0.855,ml_model
GB-COH-13411542,G14,0.514,ml_model
GB-COH-13411556,F20,1.0,ml_model
GB-COH-13411562,B31,1.0,ml_model
GB-COH-13411630,H10,0.508,ml_model
GB-COH-13411710,F20,0.956,ml_model
GB-COH-13411713,G11,0.695,ml_model
GB-COH-13411877,A21,0.823,ml_model
GB-COH-13412486,D19,0.434,ml_model
GB-COH-13412534,F20,0.539,ml_model
GB-COH-13412536,D11,0.484,ml_model
GB-COH-13413027,F20,0.286,ml_model
GB-COH-13413197,H10,0.897,ml_model
GB-COH-13413820,F20,0.309,ml_model
GB-COH-13414217,D30,0.288,ml_model
GB-COH-13414472,A11,1.0,ml_model
GB-COH-13414479,C12,0.889,ml_model
GB-COH-13414694,C12,0.954,ml_model
GB-COH-13414696,E90,0.36,ml_model
GB-COH-13414697,D19,1.0,ml_model
GB-COH-13414698,B31,0.754,ml_model
GB-COH-13414699,D32,0.998,ml_model
GB-COH-13414702,G12,0.663,ml_model
GB-COH-13414706,H10,0.976,ml_model
GB-COH-13414718,F20,0.999,ml_model
GB-COH-13414731,A11,1.0,ml_model
GB-COH-13415508,G12,1.0,ml_model
GB-COH-13417922,E21,0.991,ml_model
GB-COH-13417943,D11,0.482,ml_model
GB-COH-13417944,D30,0.496,ml_model
GB-COH-13417945,D11,0.853,ml_model
GB-COH-13417946,B20,0.278,ml_model
GB-COH-13417947,E90,0.473,ml_model
GB-COH-13417948,A21,0.913,ml_model
GB-COH-13417949,G12,0.787,ml_model
GB-COH-13417950,D19,0.704,ml_model
GB-COH-13418163,A12,0.98,ml_model
GB-COH-13418168,D11,0.982,ml_model
GB-COH-13418478,B31,0.364,ml_model
GB-COH-13418511,F20,0.992,ml_model
GB-COH-13418520,C22,0.284,ml_model
GB-COH-13418831,B31,0.908,ml_model
GB-COH-13418913,C12,0.862,ml_model
GB-COH-13419265,B31,0.898,ml_model
GB-COH-13419279,F20,0.996,ml_model
GB-COH-13419341,F20,0.909,ml_model
GB-COH-13419378,C11,0.32,ml_model
GB-COH-13419440,D19,1.0,ml_model
GB-COH-13419467,F30,0.966,ml_model
GB-COH-13420540,H10,0.976,ml_model
GB-COH-13420874,F20,0.308,ml_model
GB-COH-13420882,G11,0.657,ml_model
GB-COH-13420914,A90,0.413,ml_model
GB-COH-13420919,A11,1.0,ml_model
GB-COH-13420940,G12,0.949,ml_model
GB-COH-13421031,A11,0.241,ml_model
GB-COH-13421045,G12,0.958,ml_model
GB-COH-13421114,A90,0.152,ml_model
GB-COH-13421204,H10,0.996,ml_model
GB-COH-13421294,A90,0.254,ml_model
GB-COH-13421298,C11,1.0,ml_model
GB-COH-13421977,F20,1.0,ml_model
GB-COH-13421983,B31,0.783,ml_model
GB-COH-13421989,B31,1.0,ml_model
GB-COH-13422202,D11,0.689,ml_model
GB-COH-13422280,A11,1.0,ml_model
GB-COH-13422302,C12,0.428,ml_model
GB-COH-13423407,D11,0.923,ml_model
GB-COH-13423410,A21,0.995,ml_model
GB-COH-13423527,D13,1.0,ml_model
GB-COH-13423700,F20,0.786,ml_model
GB-COH-13423706,C12,0.907,ml_model
GB-COH-13423776,G14,0.915,ml_model
GB-COH-13424190,D13,0.79,ml_model
GB-COH-13424192,A21,0.984,ml_model
GB-COH-13424221,D19,0.981,ml_model
GB-COH-13424324,A11,1.0,ml_model
GB-COH-13424397,D32,0.281,ml_model
GB-COH-13424448,F20,0.999,ml_model
GB-COH-13424512,B31,0.506,ml_model
GB-COH-13424555,B31,0.43,ml_model
GB-COH-13424578,F20,0.988,ml_model
GB-COH-13424603,A11,0.507,ml_model
GB-COH-13424641,F20,0.993,ml_model
GB-COH-13424654,D19,0.387,ml_model
GB-COH-13424737,D31,0.987,ml_model
GB-COH-13424776,C12,0.619,ml_model
GB-COH-13425556,D19,1.0,ml_model
GB-COH-13425983,F30,1.0,ml_model
GB-COH-13426001,F20,0.557,ml_model
GB-COH-13426012,F20,0.984,ml_model
GB-COH-13426070,F20,0.908,ml_model
GB-COH-13426648,D30,0.358,ml_model
GB-COH-13427004,F20,0.232,ml_model
GB-COH-13427014,F20,0.897,ml_model
GB-COH-13427023,D19,0.625,ml_model
GB-COH-13427024,D31,1.0,ml_model
GB-COH-13427259,A90,0.854,ml_model
GB-COH-13427487,F20,0.719,ml_model
GB-COH-13427498,D32,0.921,ml_model
GB-COH-13428223,H90,0.971,ml_model
GB-COH-13428267,H10,0.952,ml_model
GB-COH-13428270,E90,0.396,ml_model
GB-COH-13428276,C12,0.985,ml_model
GB-COH-13428345,D19,0.992,ml_model
GB-COH-13428352,G11,0.997,ml_model
GB-COH-13428364,G13,0.771,ml_model
GB-COH-13428379,F20,0.795,ml_model
GB-COH-13428418,A90,0.268,ml_model
GB-COH-13428526,F20,0.996,ml_model
GB-COH-13428528,F20,0.864,ml_model
GB-COH-13428531,C12,0.568,ml_model
GB-COH-13428533,G12,0.982,ml_model
GB-COH-13428564,H10,0.985,ml_model
GB-COH-13428786,D19,0.597,ml_model
GB-COH-13428929,F20,0.879,ml_model
GB-COH-13429076,B10,0.194,ml_model
GB-COH-13429176,C12,0.902,ml_model
GB-COH-13429365,H10,0.478,ml_model
GB-COH-13429432,H10,0.951,ml_model
GB-COH-13429484,D11,0.697,ml_model
GB-COH-13429489,H90,0.748,ml_model
GB-COH-13429490,C12,0.989,ml_model
GB-COH-13429492,H90,0.988,ml_model
GB-COH-13429494,D19,0.96,ml_model
GB-COH-13429499,C22,0.64,ml_model
GB-COH-13429512,D19,0.69,ml_model
GB-COH-13429514,D30,0.262,ml_model
GB-COH-13429637,F20,0.92,ml_model
GB-COH-13429657,F20,0.723,ml_model
GB-COH-13429701,A90,0.28,ml_model
GB-COH-13432630,G14,0.847,ml_model
GB-COH-13432640,F20,0.953,ml_model
GB-COH-13432646,F20,0.342,ml_model
GB-COH-13432657,D32,0.993,ml_model
GB-COH-13432664,F20,0.989,ml_model
GB-COH-13432665,D31,0.988,ml_model
GB-COH-13432667,B31,0.45,ml_model
GB-COH-13432668,A11,1.0,ml_model
GB-COH-13432669,H90,0.979,ml_model
GB-COH-13432673,H10,0.535,ml_model
GB-COH-13432683,D11,0.994,ml_model
GB-COH-13432694,G14,0.905,ml_model
GB-COH-13432698,C12,0.424,ml_model
GB-COH-13432700,C12,0.579,ml_model
GB-COH-13432711,B31,0.381,ml_model
GB-COH-13432718,G11,0.657,ml_model
GB-COH-13432729,B31,0.967,ml_model
GB-COH-13432730,D11,0.523,ml_model
GB-COH-13432733,A11,0.998,ml_model
GB-COH-13432738,F20,0.985,ml_model
GB-COH-13432740,A12,1.0,ml_model
GB-COH-13432757,D19,0.396,ml_model
GB-COH-13432762,C11,0.47,ml_model
GB-COH-13432911,G15,0.4,ml_model
GB-COH-13433690,D31,1.0,ml_model
GB-COH-13433934,C12,0.975,ml_model
GB-COH-13433965,B31,1.0,ml_model
GB-COH-13433987,G13,0.735,ml_model
GB-COH-13434348,G12,0.79,ml_model
GB-COH-13434379,G12,0.999,ml_model
GB-COH-13434890,B31,0.559,ml_model
GB-COH-13434980,D19,0.953,ml_model
GB-COH-13435042,F20,1.0,ml_model
GB-COH-13435108,D13,0.442,ml_model
GB-COH-13435125,D90,0.44,ml_model
GB-COH-13435158,C22,0.678,ml_model
GB-COH-13435190,C22,0.959,ml_model
GB-COH-13435198,A21,0.777,ml_model
GB-COH-13435213,D19,0.998,ml_model
GB-COH-13435335,F20,0.623,ml_model
GB-COH-13435432,D11,0.31,ml_model
GB-COH-13436535,C12,0.699,ml_model
GB-COH-13436579,A11,1.0,ml_model
GB-COH-13436653,D11,0.304,ml_model
GB-COH-13436702,D13,0.962,ml_model
GB-COH-13436735,C12,0.887,ml_model
GB-COH-13436769,B31,0.369,ml_model
GB-COH-13437645,D19,0.275,ml_model
GB-COH-13437893,B31,0.234,ml_model
GB-COH-13438093,F20,0.321,ml_model
GB-COH-13438282,F20,0.999,ml_model
GB-COH-13438518,D19,1.0,ml_model
GB-COH-13438602,D20,1.0,ml_model
GB-COH-13438824,D11,0.966,ml_model
GB-COH-13438826,C12,0.876,ml_model
GB-COH-13438839,A11,0.809,ml_model
GB-COH-13438846,H10,1.0,ml_model
GB-COH-13438866,G11,0.517,ml_model
GB-COH-13438867,H10,0.926,ml_model
GB-COH-13438880,F30,0.913,ml_model
GB-COH-13438889,H10,0.615,ml_model
GB-COH-13438929,G12,0.985,ml_model
GB-COH-13438942,D19,0.882,ml_model
GB-COH-13439052,F20,0.666,ml_model
GB-COH-13439222,D13,0.349,ml_model
GB-COH-13439247,H10,0.76,ml_model
GB-COH-13439287,F20,0.66,ml_model
GB-COH-13439360,C22,0.992,ml_model
GB-COH-13440052,G11,0.866,ml_model
GB-COH-13440053,A21,0.969,ml_model
GB-COH-13440054,G13,0.683,ml_model
GB-COH-13440055,F20,0.625,ml_model
GB-COH-13440057,A11,0.398,ml_model
GB-COH-13440059,B31,0.919,ml_model
GB-COH-13440062,A11,0.997,ml_model
GB-COH-13440194,C12,1.0,ml_model
GB-COH-13440200,F20,0.463,ml_model
GB-COH-13440308,A90,0.296,ml_model
GB-COH-13440524,D13,0.964,ml_model
GB-COH-13440593,D31,1.0,ml_model
GB-COH-13440830,H10,0.911,ml_model
GB-COH-13441055,A11,0.785,ml_model
GB-COH-13441187,C12,0.788,ml_model
GB-COH-13441857,G14,0.872,ml_model
GB-COH-13441945,D11,0.293,ml_model
GB-COH-13441956,F20,0.873,ml_model
GB-COH-13441973,C11,0.999,ml_model
GB-COH-13442090,D13,0.742,ml_model
GB-COH-13442161,H90,0.99,ml_model
GB-COH-13442322,A90,0.258,ml_model
GB-COH-13442527,C12,0.997,ml_model
GB-COH-13442879,C12,0.612,ml_model
GB-COH-13443087,D31,1.0,ml_model
GB-COH-13443687,A29,0.294,ml_model
GB-COH-13444008,F20,1.0,ml_model
GB-COH-13444401,G11,0.405,ml_model
GB-COH-13444517,E90,0.27,ml_model
GB-COH-13444717,D31,1.0,ml_model
GB-COH-13446441,D19,0.445,ml_model
GB-COH-13446632,B11,0.833,ml_model
GB-COH-13447658,G11,0.96,ml_model
GB-COH-13447749,G14,0.994,ml_model
GB-COH-13447949,G14,0.832,ml_model
GB-COH-13447996,G11,0.644,ml_model
GB-COH-13448709,H10,0.959,ml_model
GB-COH-13448713,D90,0.535,ml_model
GB-COH-13448721,D13,0.942,ml_model
GB-COH-13448922,F20,0.811,ml_model
GB-COH-13448987,F20,0.976,ml_model
GB-COH-13449403,B31,0.997,ml_model
GB-COH-13449586,A90,0.323,ml_model
GB-COH-13449617,F30,1.0,ml_model
GB-COH-13449646,F20,0.742,ml_model
GB-COH-13449809,H90,0.999,ml_model
GB-COH-13449918,F20,0.964,ml_model
GB-COH-13449962,G14,0.944,ml_model
GB-COH-13449964,B10,0.343,ml_model
GB-COH-13451085,F20,0.414,ml_model
GB-COH-13451086,D11,0.751,ml_model
GB-COH-13451111,C12,0.988,ml_model
GB-COH-13451266,A11,1.0,ml_model
GB-COH-13451269,F20,0.641,ml_model
GB-COH-13451301,C12,0.943,ml_model
GB-COH-13451527,G14,0.738,ml_model
GB-COH-13451537,B31,1.0,ml_model
GB-COH-13451610,H90,0.968,ml_model
GB-COH-13451713,G12,0.948,ml_model
GB-COH-13451732,C12,0.993,ml_model
GB-COH-13451734,F30,1.0,ml_model
GB-COH-13451775,F20,0.757,ml_model
GB-COH-13451908,C12,0.675,ml_model
GB-COH-13452030,F20,0.282,ml_model
GB-COH-13453243,B10,0.179,ml_model
GB-COH-13453280,G14,0.997,ml_model
GB-COH-13453283,G11,1.0,ml_model
GB-COH-13453287,D19,0.993,ml_model
GB-COH-13453295,I10,0.998,ml_model
GB-COH-13453299,G12,0.992,ml_model
GB-COH-13453311,F20,0.335,ml_model
GB-COH-13453314,A11,1.0,ml_model
GB-COH-13453323,C12,0.991,ml_model
GB-COH-13453326,F20,0.818,ml_model
GB-COH-13453329,F30,0.508,ml_model
GB-COH-13453489,A11,1.0,ml_model
GB-COH-13453579,D13,0.528,ml_model
GB-COH-13453838,A21,0.893,ml_model
GB-COH-13454250,F20,0.999,ml_model
GB-COH-13455121,D31,1.0,ml_model
GB-COH-13455135,D11,0.702,ml_model
GB-COH-13455141,D30,0.425,ml_model
GB-COH-13455145,F20,0.425,ml_model
GB-COH-13455148,F20,0.945,ml_model
GB-COH-13455150,F20,0.855,ml_model
GB-COH-13455161,D11,0.948,ml_model
GB-COH-13455169,F30,0.996,ml_model
GB-COH-13455174,I90,0.996,ml_model
GB-COH-13455187,A11,0.863,ml_model
GB-COH-13455188,I10,0.453,ml_model
GB-COH-13455190,F20,0.717,ml_model
GB-COH-13455191,F20,0.534,ml_model
GB-COH-13455194,H10,0.701,ml_model
GB-COH-13455195,B31,0.646,ml_model
GB-COH-13455200,F30,0.768,ml_model
GB-COH-13455201,H10,0.994,ml_model
GB-COH-13455249,G30,0.203,ml_model
GB-COH-13455315,F20,0.973,ml_model
GB-COH-13455320,G11,0.543,ml_model
GB-COH-13456427,C12,0.999,ml_model
GB-COH-13456577,F20,0.651,ml_model
GB-COH-13457181,F30,0.728,ml_model
GB-COH-13457764,H10,0.98,ml_model
GB-COH-13458510,A90,0.293,ml_model
GB-COH-13458511,F20,0.294,ml_model
GB-COH-13458513,C12,0.928,ml_model
GB-COH-13458518,C12,0.999,ml_model
GB-COH-13458520,B31,0.939,ml_model
GB-COH-13458525,F20,0.675,ml_model
GB-COH-13458540,A90,0.195,ml_model
GB-COH-13459072,G12,0.78,ml_model
GB-COH-13459097,F20,0.999,ml_model
GB-COH-13459145,D30,0.569,ml_model
GB-COH-13459304,D11,0.604,ml_model
GB-COH-13459332,F20,0.981,ml_model
GB-COH-13459518,C12,0.984,ml_model
GB-COH-13459598,G14,0.942,ml_model
GB-COH-13459942,A11,1.0,ml_model
GB-COH-13460347,F20,0.938,ml_model
GB-COH-13460475,A11,0.543,ml_model
GB-COH-13461241,F20,0.927,ml_model
GB-COH-13461251,C12,0.954,ml_model
GB-COH-13461256,F20,0.779,ml_model
GB-COH-13461344,F20,1.0,ml_model
GB-COH-13461383,F20,0.988,ml_model
GB-COH-13461384,F40,0.568,ml_model
GB-COH-13461420,C12,0.999,ml_model
GB-COH-13461428,F20,0.908,ml_model
GB-COH-13461439,G14,0.932,ml_model
GB-COH-13461441,A21,0.489,ml_model
GB-COH-13461535,D19,0.561,ml_model
GB-COH-13461567,G30,0.984,ml_model
GB-COH-13461625,F20,0.959,ml_model
GB-COH-13461666,B31,0.813,ml_model
GB-COH-13462022,C12,0.381,ml_model
GB-COH-13462672,F20,0.665,ml_model
GB-COH-13462744,A11,0.993,ml_model
GB-COH-13462829,F20,0.312,ml_model
GB-COH-13462880,A90,0.228,ml_model
GB-COH-13462897,C12,1.0,ml_model
GB-COH-13463119,C31,0.796,ml_model
GB-COH-13463941,D19,1.0,ml_model
GB-COH-13464022,G30,0.46,ml_model
GB-COH-13464194,F20,0.981,ml_model
GB-COH-13464388,C12,0.997,ml_model
GB-COH-13464597,A11,0.995,ml_model
GB-COH-13464725,E90,0.589,ml_model
GB-COH-13464738,G15,0.389,ml_model
GB-COH-13464741,D13,1.0,ml_model
GB-COH-13464775,A11,1.0,ml_model
GB-COH-13464781,F20,0.681,ml_model
GB-COH-13464790,F20,0.988,ml_model
GB-COH-13465300,G14,0.996,ml_model
GB-COH-13465339,F20,0.98,ml_model
GB-COH-13466999,C22,0.512,ml_model
GB-COH-13467344,F30,0.435,ml_model
GB-COH-13467475,D11,0.61,ml_model
GB-COH-13467541,C12,0.983,ml_model
GB-COH-13467544,B31,0.769,ml_model
GB-COH-13467548,D13,0.759,ml_model
GB-COH-13467550,C12,1.0,ml_model
GB-COH-13467553,G13,0.573,ml_model
GB-COH-13467559,A21,0.486,ml_model
GB-COH-13467561,A21,0.651,ml_model
GB-COH-13467567,G11,0.957,ml_model
GB-COH-13467660,F20,0.413,ml_model
GB-COH-13467960,D19,0.417,ml_model
GB-COH-13468904,F20,0.989,ml_model
GB-COH-13469404,F20,0.677,ml_model
GB-COH-13470022,D19,0.657,ml_model
GB-COH-13470043,D11,0.809,ml_model
GB-COH-13470054,B31,0.98,ml_model
GB-COH-13470109,G13,0.535,ml_model
GB-COH-13470214,A11,0.997,ml_model
GB-COH-13470355,A12,0.844,ml_model
GB-COH-13470434,B31,0.997,ml_model
GB-COH-13470447,G30,0.662,ml_model
GB-COH-13470739,C12,0.425,ml_model
GB-COH-13470841,H10,0.722,ml_model
GB-COH-13470847,H10,0.986,ml_model
GB-COH-13470871,F20,0.988,ml_model
GB-COH-13470876,D19,0.997,ml_model
GB-COH-13470878,G11,0.962,ml_model
GB-COH-13470918,H10,0.948,ml_model
GB-COH-13470931,D11,0.873,ml_model
GB-COH-13470941,H10,0.459,ml_model
GB-COH-13471541,D13,0.408,ml_model
GB-COH-13471634,C12,1.0,ml_model
GB-COH-13472740,G30,0.504,ml_model
GB-COH-13472779,F20,0.679,ml_model
GB-COH-13472917,E90,0.285,ml_model
GB-COH-13472921,B31,0.999,ml_model
